IdLojista,Mes,NmLojista,NmClusterLojista,NmMundoLojista,QtPedidoColocado,QtItemColocado,QtPedidoAprovado,QtItemAprovado,VrTotalPedidoColocado,VrTotalPedidoAprovado,StLojista,TxAprovacao
17669,3,NBW Notebooks,A,Tecnologia,26,26,17,17,3088.1100,2019.2100,ativo,0.65386596
18164,6,Mundoware,A,Tecnologia,70,97,52,65,4138.1900,2999.2000,ativo,0.72476131
18333,5,otica shop,AAA,Cauda Longa,624,630,131,134,362627.2400,70469.0800,ativo,0.19432925
19198,1,Eletro oferta,AA,Tecnologia,85,89,33,35,86702.6800,24207.9900,ativo,0.27920694
19785,5,Wp Connect,A,Cauda Longa,302,372,146,193,53124.0400,25589.6800,ativo,0.48169680
19870,8,Comtac,A,Cauda Longa,8,9,7,8,697.3500,652.0800,ativo,0.93508281
20045,1,CasaH,A,Móveis,75,77,56,57,47327.2000,32831.4300,ativo,0.69371165
20045,4,CasaH,A,Móveis,205,207,79,80,318263.3100,53896.9000,ativo,0.16934688
20349,4,REX PET CENTER,A,Cauda Longa,7,8,4,5,861.4500,582.3500,ativo,0.67601138
20372,9,Brasmart,A,Tecnologia,27,29,23,25,3785.6500,3321.3200,ativo,0.87734471
20857,3,Conforto 2004,A,Móveis,54,55,34,35,28068.5300,18165.6400,ativo,0.64718886
20987,9,Like Cosméticos,A,Cauda Longa,57,70,33,42,12338.8700,5479.3600,ativo,0.44407308
21115,5,Hyper Mega,A,Cauda Longa,1274,1419,926,1050,82497.3500,58210.9700,ativo,0.70561018
21434,6,FERRAGENS VIRTUAL,A,Cauda Longa,1,1,1,1,152.9600,152.9600,inativo,1.00000000
21904,2,Fany Fashion,A,Cauda Longa,21,21,15,15,3113.1400,2027.3400,ativo,0.65122031
22049,9,LojaSabara,A,Cauda Longa,1,1,1,1,62.2900,62.2900,ativo,1.00000000
22212,5,COFRES VENTURA,A,Cauda Longa,18,18,10,10,17872.1600,9009.0900,ativo,0.50408512
22386,5,Francavirtual Informática,A,Tecnologia,446,547,255,323,59061.4000,18440.1000,ativo,0.31221915
23176,9,loja Rodapex,A,Cauda Longa,1,1,1,1,205.1000,205.1000,ativo,1.00000000
23230,6,Bela Caranga,AAA,Cauda Longa,119,126,58,62,21646.9800,7001.0700,ativo,0.32342017
23724,7,Doremi Bebe,Setup,Cauda Longa,17,18,13,14,1659.8200,991.1300,ativo,0.59713101
24161,6,Meuri,A,Cauda Longa,3,3,3,3,3147.0000,3147.0000,ativo,1.00000000
24506,7,Loja Electrolux,AAA,Linha Branca,18943,19306,12968,13233,30564601.8700,19789915.1900,ativo,0.64747826
24921,2,Mercadodobrazil,A,Tecnologia,6,9,5,7,1609.0000,1539.9400,ativo,0.95707893
26116,1,Regina Salomao,AA,Cauda Longa,1,1,1,1,441.2000,441.2000,ativo,1.00000000
26272,2,OrganizaTop,A,Cauda Longa,8,17,7,11,2560.9300,1672.9300,ativo,0.65325097
27335,2,Tricae Ltda,AAA,Móveis,5579,6284,4351,4899,2083185.9500,1595761.4000,ativo,0.76601966
27916,9,Livraria Cultura,AAA,Cauda Longa,4,4,3,3,609.1000,426.1800,ativo,0.69968806
27952,6,BIKEMOTORS,Setup,Setup,1,1,1,1,92.7200,92.7200,ativo,1.00000000
28686,3,Gaúcha Distribuidora,A,Cauda Longa,1,1,1,1,207.1800,207.1800,ativo,1.00000000
30888,1,Connect Mobile,AAA,Tecnologia,588,715,381,467,323149.5900,194671.3500,inativo,0.60241868
31469,4,Magazine 24h,A,Cauda Longa,6,7,5,6,946.4800,817.8300,ativo,0.86407531
31476,5,Commcenter,AA,Tecnologia,1917,1977,1119,1154,2159111.1100,1232013.6600,ativo,0.57061151
31476,7,Commcenter,AA,Tecnologia,1526,1606,993,1052,1632499.7000,1056561.5300,ativo,0.64720473
31534,5,É BOM DE COMPRAR,AAA,Móveis,10352,10717,6405,6639,4373984.1500,2637183.0900,ativo,0.60292470
31624,2,AJP Acessórios,A,Cauda Longa,157,170,89,95,31231.0700,16562.1800,ativo,0.53031100
31744,9,Magaiver Motos,A,Cauda Longa,1,1,0,0,145.1500,0.0000,ativo,0E-8
31878,4,Route 99,A,Cauda Longa,9,9,9,9,697.5700,697.5700,ativo,1.00000000
31904,1,Efive,A,Linha Branca,11,12,9,10,13508.0000,11306.5000,ativo,0.83702251
31959,9,ADSL Câmeras,AAA,Tecnologia,39,40,28,28,111639.4800,73176.9500,ativo,0.65547555
32059,5,Word PC,AAA,Tecnologia,7930,8130,3278,3369,16225855.0900,6834455.6500,ativo,0.42120773
32200,1,ALEGRAPET,A,Cauda Longa,14,26,13,25,1314.5400,1133.9200,ativo,0.86259832
32213,6,REI ATACADO,A,Cauda Longa,301,328,204,225,75445.6000,46718.5000,ativo,0.61923426
32226,1,Iron Action Suplementos,AA,Cauda Longa,3,4,2,3,156.5200,120.5200,ativo,0.76999744
32239,7,Moto Podium,A,Cauda Longa,26,26,7,7,15740.9500,3125.0000,ativo,0.19852677
32245,1,Eletromaxi Peças,A,Cauda Longa,11,21,11,21,760.2700,760.2700,ativo,1.00000000
32322,2,Mega Store Play,A,Tecnologia,7,7,6,6,1730.0900,1508.4300,ativo,0.87187950
32415,5,MANI D'ORO,A,Cauda Longa,25,32,19,25,3990.6200,3036.4100,ativo,0.76088678
32596,4,Imperio Totthem,AA,Cauda Longa,2,2,1,1,421.4900,254.4000,ativo,0.60357304
32704,4,Livraria Odontomedi,A,Cauda Longa,5,5,5,5,754.5000,754.5000,ativo,1.00000000
32754,9,LA ROUPA,A,Cauda Longa,1,1,0,0,115.0500,0.0000,ativo,0E-8
32756,9,Kawaii Store .,A,Cauda Longa,10,10,8,8,2414.2300,1946.5700,ativo,0.80629020
32766,3,PATOTA BRINQUEDOS,A,Cauda Longa,38,41,32,34,6348.4600,5647.6600,ativo,0.88961102
32939,7,Mobbe,A,Móveis,30,35,21,24,13972.6400,10359.7700,inativo,0.74143254
33032,2,Laprix,A,Cauda Longa,1,1,1,1,100.7400,100.7400,ativo,1.00000000
33034,8,Movento,A,Cauda Longa,8,10,5,7,3706.4000,1996.7000,ativo,0.53871681
33147,7,AR BRASIL,A,Cauda Longa,89,141,74,116,7604.5500,6483.1800,ativo,0.85253960
33198,5,BabySmile,A,Cauda Longa,4,4,4,4,724.1900,724.1900,ativo,1.00000000
33249,3,R & R Metais,A,Cauda Longa,8,14,6,12,1741.6900,1264.9500,ativo,0.72627735
33461,7,Sarah Enxovais,A,Cauda Longa,1,1,1,1,104.0900,104.0900,ativo,1.00000000
33466,7,Sollo Nutrition,A,Cauda Longa,43,64,33,52,2938.3800,2327.1800,ativo,0.79199423
33560,1,ALLIGHT ILUMINAÇÃO,A,Cauda Longa,2,2,2,2,642.1900,642.1900,ativo,1.00000000
33649,4,Empório Venturinelli,A,Cauda Longa,17,32,8,13,3768.2400,1274.0400,ativo,0.33809948
33701,4,FORTHEM,Setup,Cauda Longa,18,18,11,11,2205.6200,1325.8200,ativo,0.60110989
33734,6,Maison Charlô,A,Cauda Longa,1,1,1,1,72.7000,72.7000,ativo,1.00000000
33751,9,Madona Roma,Setup,Setup,20,20,13,13,17787.1800,12178.4400,ativo,0.68467514
33775,2,PAIS E FILHAS,A,Cauda Longa,6,9,6,9,685.7100,685.7100,ativo,1.00000000
34045,4,MARKETPLACE STORE,A,Tecnologia,58,58,27,27,56294.1000,28972.3000,ativo,0.51465962
34053,8,IMAGENS BOM JESUS,A,Cauda Longa,8,9,5,6,1001.5400,619.2900,ativo,0.61833776
34055,5,PPNEUS,A,Cauda Longa,7,7,1,1,4671.5500,494.6000,ativo,0.10587492
34064,1,LEONIDAS,A,Cauda Longa,5,6,5,6,959.8600,959.8600,ativo,1.00000000
34117,4,BRASCAM,A,Cauda Longa,2,2,1,1,740.2700,336.3400,ativo,0.45434774
34278,9,TEBEL,Setup,Setup,24,36,18,28,2508.4200,1742.4900,ativo,0.69465640
34286,8,Detalhes Magazine,A,Cauda Longa,34,37,28,30,8471.4800,7786.2900,ativo,0.91911803
34353,3,APEX COMERCIO,Setup,Cauda Longa,1,1,1,1,197.1000,197.1000,ativo,1.00000000
34652,5,Mais vento,Setup,Linha Branca,9,10,5,6,2497.5700,1512.5700,ativo,0.60561666
34684,3,PALMA DIGITAL,A,Cauda Longa,2,2,0,0,129.1100,0.0000,ativo,0E-8
34751,8,I9COMMERCE,A,Cauda Longa,2,2,1,1,177.0400,89.2600,ativo,0.50417985
34798,2,CASACOISAETAL,A,Cauda Longa,13,13,11,11,1984.9600,1620.1500,ativo,0.81621292
34829,8,FULLELETRONICA,A,Cauda Longa,1,1,1,1,392.7000,392.7000,ativo,1.00000000
34898,4,BRMACRO,A,Cauda Longa,55,65,41,48,93898.3900,70785.0600,ativo,0.75384743
35031,7,Natucare,A,Setup,4,4,0,0,427.6700,0.0000,ativo,0E-8
35162,4,TOYS NET BRINQUEDOS,A,Setup,62,64,61,63,11712.9600,11590.0700,ativo,0.98950820
35233,6,CENTER TI,A,Setup,3,3,1,1,787.7200,202.0400,ativo,0.25648708
35252,5,PAPELARIAMENSORE,Setup,Setup,2,2,2,2,121.6000,121.6000,ativo,1.00000000
35275,4,IRMAOS MODA INTIMA,Setup,Setup,2,2,0,0,178.6600,0.0000,ativo,0E-8
35301,4,MFSTORE,Setup,Setup,1,1,1,1,174.9800,174.9800,ativo,1.00000000
35308,4,FRASSATTO IMPORTS,A,Setup,57,64,22,22,37672.6000,9274.7600,ativo,0.24619379
35403,8,Macrophytus,A,Setup,2,3,2,3,97.5100,97.5100,ativo,1.00000000
35417,8,ARNOTEC,A,Setup,15,15,10,10,1376.8900,950.3600,ativo,0.69022217
35482,7,AVED ORIGINAIS,A,Setup,3,3,3,3,2523.0300,2523.0300,ativo,1.00000000
35489,7,SANTORINI ELETRO,A,Setup,125,144,117,127,33608.4600,29317.5800,ativo,0.87232738
35509,4,Mallory,Setup,Setup,32,34,25,25,5022.8900,3443.1300,ativo,0.68548784
35517,6,YANGZI BRASIL,Setup,Setup,11,27,8,18,501.3900,338.7700,ativo,0.67566166
35546,6,PLASTIC,A,Setup,236,1190,147,716,74975.4300,49722.5500,ativo,0.66318459
35587,2,TUTIQUISTORE,A,Setup,1,1,1,1,193.7700,193.7700,ativo,1.00000000
35630,2,Calcape Calcados,A,Setup,14,14,13,13,3014.0700,2754.0800,ativo,0.91374122
35697,4,LATERRA,Setup,Setup,7,13,7,13,452.0800,452.0800,ativo,1.00000000
35758,3,Porto de Letras Livraria,A,Setup,31,32,27,28,2503.8100,1913.5100,ativo,0.76423930
35957,8,Moove Games,A,Setup,13,14,9,10,2217.5900,1485.6400,ativo,0.66993448
35984,6,MOVEIS MENEZES,Setup,Setup,6,6,3,3,8710.0000,4385.0000,ativo,0.50344432
35993,4,Tudo para Decorar,Setup,Cauda Longa,1,1,1,1,439.9000,439.9000,ativo,1.00000000
35995,7,RCS Decoracoes,Setup,Cauda Longa,4,4,3,3,607.5800,447.9700,ativo,0.73730208
36021,3,RBM MAGAZINE,A,Setup,309,316,173,175,422544.3000,219592.8000,ativo,0.51969178
36202,5,DETALHES DA CASA,Setup,Cauda Longa,7,13,5,7,1326.6400,866.5000,ativo,0.65315383
36216,8,VentureShop,Setup,Setup,118,130,47,50,86239.5200,36173.6300,ativo,0.41945537
36255,8,Aj som,Setup,Cauda Longa,2,2,2,2,354.5900,354.5900,ativo,1.00000000
36285,4,Casaimix,Setup,Cauda Longa,6,7,6,7,767.7800,767.7800,ativo,1.00000000
36366,6,Harmoniza Moveis e Decoracoes,Setup,Setup,5,6,3,4,3261.0000,2525.0000,ativo,0.77430236
36395,3,Mundial Premium,Setup,Cauda Longa,41,42,19,20,4226.6000,2091.5000,ativo,0.49484219
36397,3,LUXUS SHOES,Setup,Setup,27,27,20,20,7593.6000,5617.9000,ativo,0.73982038
36446,8,PEGASUS,Setup,Cauda Longa,5,5,4,4,592.0000,508.9700,ativo,0.85974662
36505,9,Primeira Idade,Setup,Cauda Longa,6,7,4,5,1912.4700,896.9400,ativo,0.46899559
36550,4,MOVE MOUNTAINS,Setup,Cauda Longa,16,16,13,13,2807.8400,2515.4800,ativo,0.89587726
36596,6,MULTIGAMES,Setup,Cauda Longa,63,66,35,38,9485.4700,5036.0800,ativo,0.53092572
36664,5,FemakBrasil,Setup,Cauda Longa,175,184,123,130,170001.2900,121741.9100,ativo,0.71612345
36753,6,Tradenet Informática,Setup,Cauda Longa,8,8,4,4,6767.7100,3448.8100,ativo,0.50959778
36814,9,Dona Laura Utilidades Domesticas,Setup,Cauda Longa,19,21,14,16,2455.7300,1803.7200,ativo,0.73449443
36986,6,EPM Acessorios,Setup,Cauda Longa,127,141,78,88,14915.2400,6770.6600,ativo,0.45394241
37329,6,MOVEIS DINIZ,Setup,Cauda Longa,8,8,7,7,1038.1200,912.6300,ativo,0.87911802
37399,8,Lari Ribeiro Home,Setup,Cauda Longa,4,9,3,8,637.2700,459.6200,ativo,0.72123276
37459,9,Passarelle Calcados,Setup,Cauda Longa,20,20,12,12,2891.3500,1889.4700,ativo,0.65349058
37530,8,SP DRUMS,Setup,Cauda Longa,6,6,4,4,3206.7000,1084.1000,ativo,0.33807341
37568,9,Rei Davi Móveis,Setup,Cauda Longa,17,19,13,14,1979.7200,1500.3100,ativo,0.75783949
37791,8,SMART GR,Setup,Cauda Longa,11,11,9,9,1143.3400,834.8000,ativo,0.73014152
38496,6,CASA JD,Setup,Cauda Longa,3,4,3,4,1115.3900,1115.3900,ativo,1.00000000
38796,9,SANTINO,Setup,Cauda Longa,4,4,4,4,526.8100,526.8100,ativo,1.00000000
39651,9,AMV COM PROM DE EVENTOS ESPORTIVOS E ARBITR LTDA,"","",7,15,6,10,2688.7800,1482.2300,ativo,0.55126489
40065,7,Nosso Mercado,Setup,Cauda Longa,1,1,1,1,117.2900,117.2900,ativo,1.00000000
40279,9,LUTCAR ACESSORIOS,Setup,Cauda Longa,16,16,15,15,3015.3400,2971.9300,ativo,0.98560361
41615,8,Natural One,Setup,Cauda Longa,2,9,1,6,137.8200,83.2800,ativo,0.60426643
41681,8,GELVITTA PROTEINAS E SUPLEMENTOS ALIMENTARES,Setup,Cauda Longa,1,1,1,1,99.1200,99.1200,ativo,1.00000000
41849,9,LIVRARIA BEREANOS,Setup,Cauda Longa,3,4,2,3,91.1900,51.2900,ativo,0.56245202
10254,4,CJ Store,A,Cauda Longa,136,144,100,107,8168.3600,5721.6100,ativo,0.70046007
11193,3,Matecki,A,Tecnologia,328,361,254,284,12706.4800,9944.3500,ativo,0.78262036
11741,6,Luxe4home,A,Cauda Longa,2,2,0,0,4878.8600,0.0000,ativo,0E-8
13623,3,Dual Click,A,Cauda Longa,21,22,19,20,2462.1200,2009.6200,ativo,0.81621529
13772,6,DecorVida,A,Móveis,39,42,22,23,18892.1000,5772.6400,ativo,0.30555841
13806,4,Nova Eletrônicos,AAA,Tecnologia,18,18,11,11,62837.0500,31789.8500,ativo,0.50590933
13841,4,Sandy Calçados,A,Cauda Longa,1,1,1,1,352.2900,352.2900,ativo,1.00000000
13875,2,Luxuries,AA,Cauda Longa,4,4,3,3,480.7200,360.5400,inativo,0.75000000
14128,3,Meu Salão,A,Cauda Longa,4,4,4,4,689.1300,689.1300,ativo,1.00000000
14303,7,Condec,A,Cauda Longa,2,4,1,2,2034.7600,1038.5800,ativo,0.51041892
14331,3,Md Sgobi,A,Tecnologia,15,15,13,13,3466.1900,2925.5800,ativo,0.84403336
14345,7,Dakmark,A,Cauda Longa,1,1,1,1,758.9000,758.9000,ativo,1.00000000
14403,5,Hardbox,A,Cauda Longa,29,32,24,27,2935.8800,2477.3300,ativo,0.84381174
14767,2,FORTSMAQ,A,Cauda Longa,105,134,79,96,23412.0900,19054.8300,inativo,0.81388847
14795,1,SHOP TOY,A,Cauda Longa,14,18,7,11,2300.9600,1464.4900,ativo,0.63646913
14841,1,CashPeg,A,Cauda Longa,8,10,5,6,519.3100,327.0600,inativo,0.62979723
14953,6,Lojas Rede,A,Cauda Longa,456,609,238,330,70498.8200,32338.6000,inativo,0.45871122
14985,3,bymóveis,AA,Móveis,432,432,288,288,243278.7900,154159.7600,ativo,0.63367530
15113,2,CentralAr.com,AAA,Linha Branca,1031,1148,765,853,1971905.2100,1471846.0800,ativo,0.74640813
15404,5,Casa do Cabeleireiro,A,Cauda Longa,1,1,1,1,117.0900,117.0900,ativo,1.00000000
15638,4,Bianch,A,Cauda Longa,9,9,8,8,4767.4000,4744.5000,ativo,0.99519654
15762,1,Brasplug Informática,A,Tecnologia,1,1,1,1,187.9600,187.9600,ativo,1.00000000
15795,7,Site do Ar,A,Tecnologia,5,5,2,2,3687.9700,1478.4000,ativo,0.40087094
16094,4,SPMEDICA,A,Cauda Longa,3,3,2,2,548.4700,515.2400,ativo,0.93941328
16310,8,Cofres SP,A,Cauda Longa,1,1,0,0,200.9400,0.0000,ativo,0E-8
16608,9,CM IMPORTS,A,Cauda Longa,2,4,1,3,109.3700,56.7000,ativo,0.51842370
16658,9,GWT Global,A,Cauda Longa,17,35,12,27,22339.5200,17446.5200,ativo,0.78097112
16668,5,DmsShop,A,Cauda Longa,16,21,12,16,4620.3000,3756.8500,ativo,0.81311820
16761,2,Cocina Al Gusto,A,Linha Branca,9,10,6,7,18221.9000,13823.9300,ativo,0.75864372
16812,6,Madrid Cosméticos,A,Cauda Longa,8,8,3,3,1252.2500,455.1000,ativo,0.36342583
16881,6,Buddy Toys,A,Cauda Longa,3,3,2,2,953.6500,631.8500,ativo,0.66255964
16885,4,Lu Celulares,A,Cauda Longa,6,6,1,1,624.9400,102.9900,ativo,0.16479982
16898,5,Brutal Massa,A,Cauda Longa,43,72,30,49,8370.7000,5607.1600,ativo,0.66985557
17079,8,Hazz Tapetes,AAA,Cauda Longa,9,9,7,7,5473.5000,3930.5000,ativo,0.71809628
17121,3,Cioni Comércio,AAA,Cauda Longa,132,137,108,111,18041.1800,14737.9600,ativo,0.81690665
17241,5,Quick Clean,A,Cauda Longa,9,24,8,18,1587.6200,1406.7200,ativo,0.88605586
17379,4,Tek Distribuidor,A,Tecnologia,163,200,123,149,55981.8200,40343.9300,ativo,0.72066128
17529,4,Topcom Eletro,A,Linha Branca,19,19,10,10,3435.9300,1938.0100,ativo,0.56404234
17827,4,Royal Magazine,A,Cauda Longa,6,6,2,2,591.6800,265.0800,ativo,0.44801244
18234,4,Emporio Forte,A,Cauda Longa,29,29,26,26,6361.7800,5771.3500,ativo,0.90719107
18392,6,Epoca Cosmeticos,AAA,Cauda Longa,6237,7062,3625,4157,1695535.5900,815495.2900,ativo,0.48096619
19088,1,Megalux,A,Cauda Longa,5,25,5,25,1244.7300,1244.7300,ativo,1.00000000
19753,7,Tecmax,A,Cauda Longa,3,3,2,2,1090.3300,570.6200,ativo,0.52334614
19756,8,Kajet,A,Cauda Longa,3,9,1,1,1624.7000,121.1000,ativo,0.07453684
19806,4,Seo Zé - N USAR,A,Cauda Longa,7,9,6,8,7006.6400,6759.5400,ativo,0.96473345
19963,5,Porta Medalhas,A,Cauda Longa,3,3,1,1,437.1000,145.7000,ativo,0.33333333
20014,4,Magnus Eletrônica,A,Tecnologia,15,15,13,13,646.8500,572.8700,ativo,0.88563036
20149,1,Itra Distribuidora,A,Cauda Longa,3,3,2,2,275.8200,173.2900,ativo,0.62827206
20470,5,Carmélia,A,Cauda Longa,3,3,3,3,153.8000,153.8000,ativo,1.00000000
20635,2,Fast Filtros,A,Linha Branca,4,5,4,5,2220.2000,2220.2000,ativo,1.00000000
20942,9,Impac Instrumentos,A,Cauda Longa,6,6,6,6,1811.3800,1811.3800,ativo,1.00000000
21031,7,Kbral69,A,Tecnologia,23,30,18,25,5156.7600,4214.7800,ativo,0.81733104
21188,6,JAPAN STYLE,A,Cauda Longa,4,4,3,3,698.9700,515.3200,ativo,0.73725625
21630,1,ISOPASSE,A,Cauda Longa,7,7,4,4,438.5700,262.0200,ativo,0.59744169
21664,5,ELETRO FORTE MÓVEIS,A,Móveis,53,54,42,42,99465.3900,81181.8900,ativo,0.81618229
21852,8,Designer Vidros,A,Móveis,19,19,8,8,28833.0000,15056.0000,ativo,0.52217945
21999,6,Miyata Music,A,Cauda Longa,64,65,51,52,24532.2000,18511.0000,ativo,0.75455931
22817,7,full turbos,A,Cauda Longa,2,2,1,1,4732.9000,1974.4500,ativo,0.41717552
23185,4,Torneira On Line,A,Cauda Longa,17,17,15,15,2250.2300,2069.8300,ativo,0.91983042
23938,8,Libertas Rosas,A,Cauda Longa,1,1,1,1,249.0000,249.0000,ativo,1.00000000
24809,5,Fator Y,A,Cauda Longa,2,2,2,2,339.6000,339.6000,ativo,1.00000000
25544,2,Paiol Verde Paisagismo,A,Cauda Longa,3,4,3,4,495.8000,495.8000,ativo,1.00000000
26695,3,Moderna Mobília,AAA,Móveis,129,131,73,74,121984.8500,69046.5900,ativo,0.56602595
26715,1,Pink Gloss,A,Cauda Longa,1,1,1,1,270.2000,270.2000,ativo,1.00000000
27054,9,Storebike,AAA,Cauda Longa,397,397,300,300,487933.0000,367630.0000,ativo,0.75344361
27285,6,Fast Place,AAA,Cauda Longa,266,305,30,53,165765.3500,13077.6400,ativo,0.07889248
28338,3,Grife do Capacete,A,Cauda Longa,10,10,6,6,2722.6600,1216.1500,ativo,0.44667715
30758,8,MERCADO DOS MÓVEIS,AAA,Setup,149,150,91,92,110195.6100,65852.4800,ativo,0.59759622
30825,9,Guaporé Pneus,AAA,Cauda Longa,234,398,167,279,234884.9700,173538.9800,ativo,0.73882539
31108,2,Singer do Brasil,AAA,Linha Branca,9,9,5,5,10972.9500,6148.9900,ativo,0.56037711
31334,8,Minha Casa Merece,A,Móveis,134,144,88,96,75135.9100,49120.0100,ativo,0.65374879
31407,2,PROTECSEG,A,Cauda Longa,14,15,10,10,12147.1800,10009.7800,ativo,0.82404146
31532,6,Plaza Games,A,Cauda Longa,48,55,26,28,8809.1000,4257.9000,ativo,0.48335244
31552,6,Especialista em Ofertas,A,Cauda Longa,47,65,17,25,15032.8100,5013.3400,ativo,0.33349321
31644,5,Melhor para Você,AAA,Linha Branca,35448,36189,20984,21453,29785793.3500,16449203.6400,ativo,0.55224998
31692,7,Pedal Extreme,A,Cauda Longa,2,2,1,1,645.1200,321.5200,ativo,0.49838790
31744,5,Magaiver Motos,A,Cauda Longa,26,26,6,6,8001.5100,1719.6100,ativo,0.21491069
31798,6,NUMISTORE,A,Cauda Longa,2,2,2,2,243.6000,243.6000,ativo,1.00000000
31869,9,Lumienergy,AAA,Cauda Longa,1251,1532,1053,1290,393084.6700,331808.2400,ativo,0.84411392
31965,6,RECORRE,A,Cauda Longa,3,4,2,3,157.0500,105.7300,ativo,0.67322509
31968,9,GAMES LORD,A,Tecnologia,1,1,0,0,158.6000,0.0000,ativo,0E-8
31986,7,MK Computadores,A,Tecnologia,1,1,1,1,95.7000,95.7000,ativo,1.00000000
32080,7,Casa Seleta,A,Móveis,537,594,381,409,175314.0200,122360.5900,ativo,0.69795097
32096,7,VENTILANET,A,Cauda Longa,23,51,16,31,10102.5900,5170.4100,ativo,0.51179054
32137,5,Nobre Mobília,A,Móveis,10,10,3,3,2132.0000,606.0000,ativo,0.28424015
32222,4,AR Descartáveis,A,Cauda Longa,1,1,1,1,95.4600,95.4600,ativo,1.00000000
32224,7,Fina Belle Cosméticos,A,Cauda Longa,44,44,25,25,21684.3000,12819.5000,ativo,0.59118809
32248,3,Atual Optica,A,Cauda Longa,2,2,1,1,966.6600,483.3300,ativo,0.50000000
32294,6,Kitled,A,Cauda Longa,175,250,76,118,21067.3000,11098.7400,ativo,0.52682309
32318,2,Telha Norte,AAA,Cauda Longa,172,309,125,208,46501.0700,36022.8000,ativo,0.77466605
32418,1,Giganto On Line,A,Cauda Longa,190,211,159,178,28341.0500,23516.9200,ativo,0.82978295
32429,2,Loja da Construção,A,Cauda Longa,2,2,1,1,3422.4100,2336.1100,ativo,0.68259209
32509,1,TUDO PARA CABELEIREIRO,A,Cauda Longa,15,15,9,9,11476.0000,7595.0000,ativo,0.66181596
32562,6,Mormaii Oficial,A,Cauda Longa,102,109,35,36,31094.7800,9930.9900,ativo,0.31937804
32622,5,Jjoias Premium,A,Cauda Longa,3,3,2,2,1043.6000,683.3000,ativo,0.65475278
32654,8,Horus Filtros,A,Cauda Longa,9,20,8,15,1022.4900,866.7900,ativo,0.84772467
32678,9,RENASCENÇA GROUP,A,Cauda Longa,9,9,8,8,2354.8000,2011.9900,ativo,0.85442076
32761,3,Dany Magazine,A,Cauda Longa,6,6,4,4,1536.2000,976.7000,ativo,0.63578961
32784,3,CIRURGICA SALUTAR,A,Cauda Longa,9,17,7,15,1895.6100,1645.1100,ativo,0.86785256
32866,4,UAU COSMÉTICOS,A,Cauda Longa,25,27,17,19,5976.7600,4086.7700,inativo,0.68377683
33051,3,Via Inox Tramontina,A,Cauda Longa,367,474,303,393,88642.7100,62857.1100,ativo,0.70910637
33127,7,Smart Market PlenaVie,A,Setup,20,27,19,26,2574.1900,2506.5700,ativo,0.97373154
33163,1,HOME & DECO,A,Cauda Longa,33,36,26,29,3153.6600,2671.1400,ativo,0.84699682
33307,4,Fem Distribuidora,A,Cauda Longa,2,2,1,1,160.1000,46.4500,ativo,0.29013117
33309,7,MAXIMUS STORE,A,Cauda Longa,1,1,1,1,167.0000,167.0000,ativo,1.00000000
33358,6,VIRTUAL BIKESHOP,A,Cauda Longa,259,269,119,125,284401.0000,128935.0000,ativo,0.45335635
33396,3,MILPONTO,A,Tecnologia,1,1,0,0,39.0000,0.0000,ativo,0E-8
33436,3,RMAZARA Online Shop,A,Tecnologia,212,215,110,111,505556.5800,160177.6400,ativo,0.31683425
33538,3,MARIGO MODA E FITNESS,A,Cauda Longa,1,1,0,0,188.7900,0.0000,ativo,0E-8
33591,8,MAZZON NATURE,A,Cauda Longa,1,2,1,2,149.7000,149.7000,ativo,1.00000000
33720,6,Dynamyk Relojoaria,A,Cauda Longa,6,6,6,6,2082.6000,2082.6000,ativo,1.00000000
33824,7,Você Sempre Seco,A,Cauda Longa,5,5,3,3,2528.7000,1344.1000,ativo,0.53153794
33838,9,Vale Eletro Shop,A,Cauda Longa,7,10,6,9,771.4200,673.5200,ativo,0.87309118
33860,6,HELÍACO,A,Cauda Longa,3,5,3,5,173.3000,173.3000,ativo,1.00000000
33928,8,LOJA ARMAZEM GEEK,A,Cauda Longa,1,1,1,1,103.8300,103.8300,ativo,1.00000000
33944,5,TOTAL AR,A,Linha Branca,1,1,0,0,1581.0600,0.0000,ativo,0E-8
34014,4,Adoro Eletrônicos,A,Cauda Longa,4,4,1,1,9108.2400,2246.7600,ativo,0.24667334
34312,6,Loja Oficial Apple,AAA,Tecnologia,747,812,183,188,3202118.5500,570036.7400,ativo,0.17801862
34344,7,ARMAZEM SAO LAZARO,A,Móveis,40,40,15,15,23180.7400,7980.9100,ativo,0.34429056
34390,7,BOGOS SUPLEMENTOS,A,Cauda Longa,29,29,6,6,7161.7900,1194.5800,ativo,0.16679908
34619,9,Emporio Alimentos,A,Setup,1,1,1,1,96.1000,96.1000,ativo,1.00000000
34708,6,LOJASPRESIDENTE,A,Cauda Longa,151,153,97,99,138534.8700,67918.1100,ativo,0.49026003
34848,5,GRUPOEXPRESSAO,A,Cauda Longa,7,7,1,1,562.3000,78.9000,ativo,0.14031656
34868,9,Thamesdeepclean,A,Cauda Longa,50,50,42,42,66931.0000,55745.0000,ativo,0.83287266
34873,5,AJATO STORE,A,Cauda Longa,123,144,84,96,13870.6600,9054.8200,ativo,0.65280383
34894,5,BUBUBEBE,A,Cauda Longa,2,2,2,2,1270.3100,1270.3100,ativo,1.00000000
34950,4,Multicap Imports,A,Cauda Longa,24,50,23,49,5342.7200,5268.7200,ativo,0.98614938
